-512,7	-926,6	-524,5	-727	-987	378,3	-950,1	-393,7	322,7	-145,4	108,2	114,2	-752,9	-734,1	-638,5	-817,6	114	-972,7	374,2	-305,7	151,7	181,4	-391,4	-273,5	-713,3	-68,3	685	-646,7	275,8	88,4	-33,1	332,5	424,5	919,8	428,5	-490,1	-403,9	-451	-807,3	-689,9
-821,9	664,3	-878,3	-367,1	529,9	921,4	359,7	698,4	-415	-488,7	983,8	972,8	-6,8	837,8	-487,4	-979,3	585,1	-310,7	-521,6	-900,1	808,1	543	974,3	-67,3	567,6	593,3	-946,5	-701,6	980,6	-318,4	986,8	-819,9	353,6	651,1	747,5	487,5	-332,7	-693,7	-432,1	53,2
-373,8	64,1	534,8	286,2	-630	-275,4	537,2	-99,9	303,8	998,8	-51,1	226,7	-391,3	-900,3	915,1	-817,4	-577,7	254,8	-541,7	266	893,5	492,4	-298	692,6	-867,9	-143	-974,7	-641,1	-531,9	168,2	-633,7	-835,8	-696,3	480,1	-103,5	-742,2	763,8	917,1	672,9	-21,4
-159,7	-619,8	812,2	-679,3	-79,5	29,3	-392,3	-581,8	-39,2	266,7	-716,9	-438,2	-754,9	269	699	-126,9	-244,7	-870,7	940,5	-857,2	186,9	-346,9	-17,7	-845,9	-662,8	-10,1	-295,6	620,8	907,8	-212,3	819,5	130,9	-70,8	-77,1	347	-838	-361,3	698,1	-471,4	-953,3
596,6	-103,1	-252,1	-360,8	99,2	246,9	-133,2	-766,1	-274,5	-478,6	293,7	513,6	200	171	-708,4	-518,5	514,7	-328,6	969,7	-606,8	-875,2	-586,2	-845,5	-715,7	297,1	564	-449,8	51,6	-730,8	847,1	116,1	626,1	417,1	618,5	111,6	-341,8	185,9	257,3	-409	411,8
224,2	-982,3	-746,1	-647,9	-708,9	921,5	-598,2	-51	345,2	698,9	408,5	977,9	502,9	669	441	100,7	65,3	629	78,4	-534,7	-886,3	-74,8	647,1	-64,9	286,7	845	555,9	-579,8	816,8	552,8	-735,5	253,8	637,3	940,5	-265,7	-306	-593,3	-468,9	773,5	-181,4
896,3	655,8	-402,7	926,9	-844,3	-107	-963,7	-216,6	-913	295,8	310,9	-580,4	98,7	630	739,4	-561,1	-339,8	-34,8	-637,4	-965,8	-262,3	-378,7	-863,5	591	-714,4	262,5	192	378,7	-327,5	-383,8	-327,6	724,6	250,3	-120,6	-66,3	-940,8	-374,7	-313,3	436,2	782,9
-802,8	464,6	947,3	786,9	-881	390	-582,2	129,7	88,2	-365	838,8	362,6	-125,2	35,9	138,5	19,6	426,3	-102,5	327,4	-695,2	177,1	-106,9	-48,4	-798,5	-847,9	769,2	515,2	211,8	-197,9	-903	-591,6	689,4	-2,8	-641,3	-262,3	-778,2	237,4	-308	500,6	595,6
-251,1	-681,5	686,6	-116,4	-466,9	408,9	-545,5	568,2	-486,7	188,8	448,5	820,3	-236,2	97,8	411,2	216,7	801,9	-717,6	37,4	-706	-167,3	-12,7	-743,9	132,2	895,5	244,6	0,9	214,8	-706,1	844,2	-462,6	-541,7	623,3	443,6	-358,5	-325,5	896	-445,3	-810,6	-213
-496,1	71,1	-286,8	272,3	677,9	-616,4	5,1	471	583,4	-506,5	-162,4	-894,9	687	-151	560,9	-788,1	28,8	259	878,7	-946,4	674,1	-561,9	630,7	568,7	72	-938,9	-652	175,1	-445,9	797,8	-970,2	-573,4	-326,6	665,3	-90,5	967	804,7	779,1	-228,5	891,9
-451	-228	-522,4	530,9	237	377	-260,7	203,5	361,9	528	-661,5	136,7	307,8	463,8	100,3	884,7	603,1	487,4	99,8	348,4	-282,2	-850,9	641,7	415,9	-549,4	-347,7	764,2	472,2	-194,7	-793,6	356,5	-830,9	718,8	-215	492,7	-705,9	18,7	249,1	-305,1	673
412,2	730,7	574,9	-345,6	-198,8	-160,1	-790	538,4	-659,3	-975,2	366,8	213,7	422,5	-915,8	-138,9	-443,3	677,4	846	620,8	540,2	493,5	-500,4	-459	-555,2	251,8	886	-127	44,6	941	-248,6	66,6	450,3	273,1	395	220,3	949,1	-437,5	631,8	-134,6	-610
-344,6	-783,2	854,3	-767,4	580,4	-544,6	-980,2	686,9	-762,7	509,4	400,5	91,6	62,5	-169,1	299,4	694,4	-577,8	-482,2	825,4	-508,3	581,8	105,6	375,8	773,4	610,1	-825,6	7,6	-514,6	-685,8	-326,9	418,8	483,2	650,7	380,2	260,1	37,7	489,4	-992,2	393,6	749,8
639,5	-757,5	-300,8	485,5	196,9	989,3	278,3	231,2	-123,2	413,9	688,3	356,8	775,8	-534	607,1	-987,3	105	515,5	937	-373,6	-40,2	-925,6	121,6	-418,5	-106,2	-415	-891,2	-47,7	596,5	261,8	-545,1	-511,1	583,3	-148,8	846,5	307,4	997	-364,8	779	995
-735,3	993,1	120,6	-208,2	864,2	-309,9	181,4	15	-544,8	380,5	-386,5	321	696,8	-6,7	-230,7	829,6	187,6	461,9	-821	-80,5	-709,9	-854,7	-830	216,2	721,3	149,7	-577	732,7	986	-531,7	481,1	-647,9	152	-492,9	-989,1	396,3	229,2	-765	-305,1	818,9
618,6	-242,3	348,5	-864,1	202,4	641,4	-46,9	-387,3	790,6	218,9	606,9	988,7	-746,6	-808,2	-951,7	907,6	134,5	652,7	873,7	251,5	-468	-392,7	-105,2	-746,3	-844,3	893,2	-844,5	627	-271	-537,6	-806,9	-96,8	925	-825,9	999,4	-60,9	-730,2	-830,5	563,4	566,3
-965,8	-747,9	-568,9	537,1	-313,9	709,8	-262,2	-216,6	-922,6	427	852,2	-13,7	-460,2	77,8	757,4	845,7	633,3	181,2	797,9	35,9	-944,4	234,5	-347,2	-215,9	325,4	-902,2	51,5	511,3	-524,1	851,2	628,4	-592,4	728,6	361,2	803,5	-420,3	279,8	9,8	18,9	-449
952,3	-104,4	515,8	964,9	83,2	-474,2	329	-421,4	47	884,6	-777,7	-238,2	679,8	-270,8	-549,8	947,4	-734,5	-344,3	-558,1	-762,6	873,3	125,4	458,1	898,3	168,3	-104,5	621,1	-167,4	652,6	-50,5	614,2	221,6	-201,5	-884,8	204,4	-750,3	-741,3	-521,6	421,9	-843,3
-173,5	956,1	996,2	352,4	757,1	-843,8	-679,7	655,3	81,4	252,3	-316,3	-734,4	316,2	-882,3	156,8	824,4	764,2	-138,3	-440,7	-269,7	922,2	-639,1	810,1	567,8	-762,9	351,7	-529,8	-339,1	290,9	120,1	-326,7	289,3	-923	-108,9	-966,3	581,6	-804,3	536,4	866,8	-816
-455,4	-8,3	183,1	-655,1	-374,6	-638,6	803,1	945,4	-199,7	-112,4	-299,9	191,4	-457,1	584	-337,2	513,9	-936,4	344,9	29,9	845,3	41	628,6	-290,8	-276,7	-809,4	-560,9	-482,1	-897,7	-391,9	-426,6	-47,1	547,4	221	-675,6	-739,3	-212,2	-691,6	-589,5	161,5	906,9
19,8	-671,3	-859	616,8	-651,4	727,8	578,7	-898,9	-116,8	-982,9	388,6	959,1	-665,8	-61,9	719,8	-368,5	-918,5	-79,7	788	534,3	183	-298,6	121,4	475	264,8	-34,5	178,5	344,6	-717,8	419,3	94	329,9	190,2	469,8	637,1	153,4	667,8	-742,7	476	-122,1
275,6	-381,9	-348	874,1	426,6	-736,5	-495,7	333,1	-251,9	-566,5	-301,5	-940,9	-160,6	-759,1	638,5	84,5	-925,5	-676,6	118,1	414,8	536,1	-437,5	-448,3	-502,6	677,5	-636,8	-368,5	-431,6	161,7	-147,1	553,7	917	-899,3	-259,9	-480,9	342	-111,6	-429,7	424	-973,5
-774,3	22,6	306,1	-126	355,5	951,5	783,4	-536,4	-964,9	-757,8	854,7	785,9	112,1	876,9	323,2	897,2	-643,1	-787,6	467,7	876,9	860,6	-573,9	332,6	-126,8	-787,8	946,3	63	-187,5	-23,4	-96,6	746,3	-293,1	588	384,3	-323,8	55	794,6	278,4	967,4	297,4
-934,9	-325,2	-555,9	3,1	-408,3	860,8	-686,7	467,9	574,9	950,2	-934,9	400,7	844,9	-718,5	722,7	279	-458,8	528,4	-376,6	-4,6	-793,6	-477,6	439,8	550,3	216,3	636,9	-543,9	207,7	594,1	-48,7	646,9	220,8	-496,3	-434,5	-328,9	699,4	-922,7	-634,8	46,8	816,7
636,4	350,6	-484,3	-37,8	-277,5	-511,3	389,3	847,2	923,3	-427,4	-186	362,5	77,9	420,2	-952,7	-21,7	401	171,5	-976,6	-849,2	877,4	-103,9	-32,2	-510,9	-353,7	212,2	104,2	642,4	-729,3	-52,2	708,3	-170,7	-380,3	-153,8	450,3	531,7	37,6	661,8	4,2	-670,9
-252,9	-132,6	965,1	-744,8	321	-597,9	257,4	41,4	-579,3	-948,7	927,8	774,1	-675,1	63,9	-100	477,9	-661,4	676,2	729,1	591,9	-718	-122,9	-824,2	-780,7	269,1	-941,6	-615,3	-160,3	-261	-347	-43,7	-451,4	850,6	981,1	977,5	-293,1	-770,1	621,4	-554,4	-12,2
124,9	928,2	636,2	-73,7	-231,8	290,5	-688,1	-790,3	685,8	38,4	-824,9	527,8	830,6	-821	96,6	135,7	-263,7	-134,9	-987,5	-676,3	-754	-192,2	-946,8	-193,2	-51	-218,9	-127,5	-388,1	-683,3	721,6	963	-517,5	-613,8	355,7	246,7	339	-996	-914,5	-876,8	450,9
671,1	-453,9	-374,2	645,9	-826,7	-261,7	-466	423,1	640,8	807,7	472,9	790,7	664,3	458,3	862,7	-885,5	299,3	117,8	-503,3	-34,7	163,9	-270,5	167,5	909	190,6	753,6	340,7	-663,7	-603,2	-508	-274,8	367,3	-760,3	-997,6	-264,2	509,5	594,4	-986,7	-433,4	-951,3
-677,2	534,1	755,3	-256,7	642	-815,3	70	-981,7	526,7	-449,3	-494,2	-314,9	17,4	978,5	814	922	679,8	-869	-805,3	521	-413,3	130,2	540	189,9	51,4	918,1	267,9	568,1	-399,8	-645,4	644,3	83,3	317,2	-631,1	321,5	956,4	374,5	984,9	-215	479,9
559	-705,6	861	-943,2	774,2	497,9	-625,5	274,6	394,6	957,5	-625,2	-281,7	469,7	485,5	-818,2	-106,4	-367,6	-27,5	594,2	182,1	-501,9	-516,9	764,9	-657	249,3	370,7	814,1	503,7	141,1	344	-636,5	-8,2	-966,3	788,1	896,9	-926,2	760,3	884,8	424,4	367
723,8	-326,9	723,3	743,9	-515	811,4	592	157,7	436,4	660,2	-704,1	-837,6	811,8	869,2	-894,1	132,1	842,5	357,1	417,5	5,1	654,5	-850,1	869	-472,9	-677	576,2	-93,4	-682,8	-428,6	-163,5	-613,3	-130	736	-320,7	666,4	-861,2	-914,8	709,3	-955,6	-696,6
-420,6	277,8	-117,1	-557	-617,1	-12,8	-236,8	630	-422	-813,1	14,4	472,1	65,3	273,3	-642,8	-102,6	565,8	-969,6	-997,3	-967,2	570	-699,7	643,6	226,9	-487,9	485,2	-182	714	-670,8	-618,3	-807,1	-147,6	76,4	392,2	-18,4	-526,9	-147,3	-932	-733,3	526,1
-517,7	47,2	-812	236,3	-327,8	276,4	-439,2	611	772,2	439,1	900	553,2	-584	-61,8	288,7	-57,5	258,7	593	233,8	337	-373,8	959,9	98,3	288,3	-30,6	-227,2	381	929,5	934,7	388,3	-835	583,6	274,8	524,3	-643,4	933,6	871,2	472	141,8	198
-518,9	-594,6	36,4	-576,3	-372,5	-243,3	-708,9	-844,4	-826,3	723,3	-890,4	285,8	-304,2	-953	-298,6	542,1	-547,7	-760,7	484,5	-114,8	-289,7	908,6	-969	905	-432,8	363	-182,6	-416,5	531,4	86,7	-986,7	541,9	909,3	-407	937,7	320,3	812,3	966,2	-380,6	714,4
-545	933,4	669,6	696,7	-439	126,3	-441,7	-276,7	39,1	-126,6	471,5	247,1	-353,9	43,9	-260,2	368,3	90,1	-658	-545,2	-557,6	832,4	353,8	994,7	-281	-208,7	-791,2	-918,8	-25,8	-437,2	732,7	403	-603,3	-624,7	-15,7	-23,1	-42	-373,4	-73,1	-128,8	996,7
-225,1	748,7	-812,3	-825,6	-518,7	-170,1	769,5	440,3	857,7	479,4	922,4	-365	-345,7	409,4	164,6	297,2	943,3	410	458,9	-861,4	469,1	478,6	-842,1	905,3	465,9	-594,6	501,3	-725,7	-103	781,9	-2,8	881,5	-251,8	-775,1	-58,5	-669,9	-24,7	453,1	310,6	657,9
118,2	964,2	813,2	167	-950,3	391,1	475,4	212,1	282,7	28,8	-824,3	865,9	-11,3	-487,6	608,5	503,9	285,1	-892,3	-679,9	-771,3	-175,2	-257,6	527,3	-578,4	-458,3	-342,8	730,8	334,8	855,3	462,6	414,4	143,7	-442,3	-182,1	309,3	983,4	637,5	-579,1	713,8	-746,7
-65,4	843,6	971,8	-958,6	925,5	744,1	398,1	-562,4	-672	-178,5	-872,7	-480	713,2	763,1	-231,3	306,9	-443,5	709,2	-15,3	706,4	568,4	901,4	341,6	760,7	613,9	816,1	400,8	-361,5	-86,5	-906,1	-677,2	-682,1	923,7	-629,9	-207,2	-780,7	10,8	549,6	572,4	844,5
90,5	414,1	987,8	-158,7	-913,5	871,5	-243,6	862	-38,4	-787	279,2	941,4	-608,4	433,5	-527,5	500,5	1,9	909	-268,4	887,1	-306,5	346	-807,3	-933,9	49,1	739,9	868,1	831,3	978,5	896,9	405,1	65,3	-123,3	-51,1	548,9	927,1	733,1	742,2	689,7	-391,5
653	316,8	-346,7	862,6	-157	-323,3	-234,2	-970,2	655,6	163,8	-491,6	-749,9	-499	570,1	-202,6	-857,3	906,3	-356,1	596,7	676,2	-252,1	-864,8	218,2	127	114,4	-825,9	702,7	600,8	-772,3	-973,6	-970,7	-442,1	-479,8	-750,4	955,6	256,6	39,1	356,3	396,5	234
909,5	875	78,4	19,7	-676,6	215,8	-478,4	-55,9	99,2	171,1	632,6	-787,8	-922,7	373,8	504,6	-264,7	91,7	135,4	977,2	-691,2	-145,4	-716,9	1,8	379,9	919	402,9	610,5	693,1	-174,7	998	496,7	-16,3	669,2	-161,4	902,6	90,1	105,9	316,2	-234,5	183,6
-612,6	123,4	155,2	-655,8	197,5	-710,9	-462,7	-567,8	906,5	-781,7	-978	837,5	646,1	625,2	-103,8	-109,3	231	-218,9	963,5	-159,2	-131,1	706,6	-588,3	-113	-414,1	-68,1	-849,4	-482,1	-845,4	829,9	-158,9	601,8	250,7	525,3	-661,8	415,4	344,5	384,8	-642,1	-197,1
-323,2	-271,2	343,2	731,9	-19,4	-291,5	-613,5	981,4	350,2	-335,2	102,5	960,7	-940	-334,3	-55,8	640	-446,3	440,6	-999,5	-916,2	-291,7	51,3	-854,3	-886,2	366,8	-34,3	-195,1	-394,4	-269	840,3	262,1	753,9	21,6	-571,5	-183,1	50,9	-903,6	460,8	-913,7	294,4
394,8	379,3	-433,4	-652,3	-30,8	-664,8	406,5	-842	-748,3	364,5	-847,3	590	28,4	-881,7	190	468,9	-934,4	268,1	262,4	386,7	-968	789,3	-156,3	-802,7	-198,4	-959	378,9	-565,6	346,8	-50,6	531,6	439,1	-527,6	487,5	-865,5	-93,6	532	-231,2	-915,8	663,1
214,1	220,2	647,1	-713,4	-832,5	371,9	699,6	-522,9	-357,9	-604,3	-199,6	950,4	768,6	152,3	-75,4	590	591,4	-490,1	-349,4	7,4	632,2	-335,2	-787,2	164,5	943,7	-808,9	-448,3	-513,1	662	407,3	10,3	-386,1	620,8	479,7	94,7	-39,3	706,7	-870,5	-932,5	-982
-401,1	820,4	399,9	935,1	786	-520,6	-57,5	758,9	869,9	-295	-460,3	357,7	-742,4	944,5	193,9	393	-34,2	-134	632,7	-885,7	-251,2	-292	937,3	583,5	-87,4	-121,3	790,9	-995	-768,4	-881,2	-227,6	-468	-997	995,9	112,2	-499,5	627,1	-900	524,8	764,9
700,3	263,9	-463,7	67	171,1	762,4	-132,5	-185,3	437,2	-0,3	478,3	746	-765,7	-547,7	985,2	173,9	-923,7	993,4	940,2	700,5	-556,8	-591,1	834,4	-560	954,8	363,2	858,2	742,3	-930,5	577,1	-139,6	-672,9	425,7	-142,5	257,4	129,9	521,3	191,2	806,1	-933,9
990,3	-106,4	632,9	-289,5	324,2	167,2	33,4	60,4	-565,4	-40,1	645,4	956,6	-784,2	10	-322,2	-984,7	335,8	-679,9	-194,2	219,4	-535,9	-445,4	-534,6	-917,1	533,2	-557,7	-216,1	38,2	932,9	-137,3	403,2	-831,7	-811	-505,5	44,4	-410,1	-360,4	-240,9	-999,1	-821,5
-825,1	-473,7	563,3	-848	867,8	397,4	-434,8	502,8	-762,7	242,6	168,5	-911,9	781,7	20,6	789	252,5	727,7	-726,3	609,8	-803,3	-527,2	-155	-216,3	-669	726,2	-352,2	-417,2	216,1	-650,3	-921,3	106,4	-616,2	280,7	799,9	-334,8	-311,3	-208,3	110,4	150,1	711,9
